gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,property_valuation,age,month,Age_class,N_transactions,online_orders,approved_orders,avg_price,avg_cost,profit,lastest_purchase_days_ago,Giant_Bicycles,Norco_Bicycles,OHM_Bicycles,Solex,Trek_Bicycles,WeareA2B,Mountain,Road,Standard,Touring,high_class,low_class,medium_class,large_size,medium_size,small_size,earliest_purchase_days_ago,profit_class,frequency,recency,fav_brand
Female,67.0,Software Engineer III,Manufacturing,Affluent Customer,0.0,1.0,8.0,3133.0,VIC,10.0,60.0,12.0,4,4,1,4,1262.4499999999998,499.74750000000006,3050.8099999999995,38,1,0,1,0,1,1,0,0,4,0,0,1,3,1,3,0,207,Gold,1,3,Giant_Bicycles
Male,33.0,Nuclear Power Engineer,Manufacturing,Mass Customer,0.0,0.0,15.0,2125.0,NSW,11.0,52.0,8.0,3,3,1,3,927.7766666666666,549.36,1135.25,70,0,0,1,2,0,0,0,1,2,0,0,0,3,1,2,0,356,Bronze,1,2,Solex
Male,16.0,Community Outreach Specialist,Financial Services,Mass Customer,0.0,1.0,10.0,2766.0,NSW,8.0,41.0,7.0,2,8,5,8,1111.99375,498.0925000000001,4911.209999999999,102,3,1,2,0,2,0,0,3,5,0,0,1,7,1,6,1,362,Diamond,5,2,Giant_Bicycles
Female,19.0,Safety Technician IV,Health,Mass Customer,0.0,0.0,7.0,2209.0,NSW,10.0,65.0,3.0,4,4,1,4,1351.38,946.1925,1620.7500000000002,141,1,1,1,1,0,0,0,1,3,0,2,1,1,0,3,1,253,Silver,1,1,Giant_Bicycles
Male,97.0,VP Accounting,Financial Services,Mass Customer,0.0,0.0,3.0,2160.0,NSW,9.0,22.0,6.0,0,9,5,9,919.8955555555555,413.49,4557.65,2,1,2,0,1,3,2,0,2,7,0,3,0,6,2,6,1,294,Diamond,5,5,Trek_Bicycles
Male,80.0,General Manager,Financial Services,Mass Customer,0.0,1.0,4.0,2065.0,NSW,12.0,52.0,5.0,3,2,2,2,1374.1,935.4000000000001,877.4,11,0,0,2,0,0,0,0,1,1,0,1,0,1,0,2,0,234,Bronze,1,5,OHM_Bicycles
Male,83.0,Nurse Practicioner,Manufacturing,High Net Worth,0.0,0.0,11.0,2150.0,NSW,10.0,45.0,12.0,2,4,3,4,1077.455,429.98249999999996,2589.89,8,0,0,2,1,1,0,0,1,3,0,3,0,1,2,2,0,282,Gold,1,5,OHM_Bicycles
Male,51.0,Quality Control Specialist,Manufacturing,Affluent Customer,0.0,0.0,16.0,2168.0,NSW,9.0,64.0,11.0,4,7,4,7,951.3171428571428,581.7442857142858,2587.01,42,1,2,1,1,0,2,0,1,6,0,2,2,3,2,5,0,278,Gold,4,3,Norco_Bicycles
Female,49.0,Product Engineer,Financial Services,Affluent Customer,0.0,1.0,4.0,2046.0,NSW,12.0,23.0,4.0,0,4,2,4,1209.5875,985.7250000000001,895.4499999999999,116,0,0,2,1,1,0,0,1,3,0,2,0,2,0,2,2,350,Bronze,1,1,OHM_Bicycles
Female,40.0,Automation Specialist II,Health,Mass Customer,0.0,1.0,9.0,4171.0,QLD,10.0,42.0,6.0,2,7,2,7,908.8414285714287,464.1557142857142,3112.8000000000006,64,0,2,1,2,1,1,1,1,5,0,1,1,5,1,4,2,306,Gold,4,2,Norco_Bicycles
Female,25.0,Recruiting Manager,Manufacturing,Mass Customer,0.0,0.0,1.0,2155.0,NSW,10.0,19.0,9.0,0,4,2,4,1558.5875,689.8275,3475.04,89,1,1,1,0,1,0,0,0,4,0,2,0,2,1,3,0,299,Platinum,1,2,Giant_Bicycles
Male,54.0,Software Test Engineer III,Health,High Net Worth,0.0,1.0,18.0,2517.0,NSW,9.0,54.0,7.0,3,3,2,3,968.7199999999999,130.82333333333335,2513.69,1,0,0,0,1,0,2,0,0,3,0,0,0,3,0,3,0,194,Gold,1,5,WeareA2B
Female,97.0,Nurse Practicioner,Financial Services,Mass Customer,0.0,1.0,9.0,2096.0,NSW,12.0,30.0,7.0,1,4,2,4,836.2750000000001,250.2825,2343.9700000000003,81,0,0,2,0,0,2,0,0,2,2,1,0,3,0,4,0,334,Silver,1,2,OHM_Bicycles
Female,4.0,Business Systems Development Analyst,Manufacturing,High Net Worth,0.0,0.0,3.0,2750.0,NSW,8.0,27.0,3.0,0,3,2,3,1185.5533333333333,333.08,2557.42,10,0,1,0,1,1,0,1,1,1,0,0,1,2,0,3,0,44,Gold,1,5,Norco_Bicycles
Male,16.0,Marketing Assistant,Manufacturing,Affluent Customer,0.0,1.0,4.0,2217.0,NSW,11.0,42.0,12.0,2,10,6,10,1066.151,623.085,4430.66,8,2,1,0,4,2,1,0,3,6,1,1,2,7,2,6,2,345,Platinum,5,5,Solex
Male,23.0,Business Systems Development Analyst,Financial Services,Affluent Customer,0.0,0.0,1.0,3977.0,VIC,8.0,20.0,7.0,0,7,4,7,1112.672857142857,738.1657142857142,2621.55,14,1,2,1,0,2,1,2,0,5,0,2,2,3,1,4,2,345,Gold,4,5,Norco_Bicycles
Female,65.0,Analyst Programmer,Manufacturing,Mass Customer,0.0,0.0,2.0,2093.0,NSW,12.0,27.0,8.0,0,4,2,4,1218.2649999999999,464.6325,3014.53,147,0,0,1,3,0,0,0,1,3,0,1,1,2,1,3,0,269,Gold,1,1,Solex
Female,88.0,Marketing Manager,Retail,High Net Worth,0.0,0.0,12.0,3204.0,VIC,11.0,45.0,8.0,2,6,4,6,1509.9816666666668,552.9499999999999,5742.1900000000005,47,2,0,1,1,2,0,0,1,5,0,2,1,3,2,4,0,340,Diamond,3,3,Giant_Bicycles
Male,67.0,Staff Scientist,Manufacturing,Mass Customer,0.0,0.0,20.0,4300.0,QLD,4.0,64.0,5.0,4,6,3,5,902.1616666666665,513.9133333333333,2329.4900000000002,175,1,1,0,3,0,1,0,1,4,1,0,2,4,1,4,1,363,Silver,3,1,Solex
Female,10.0,Teacher,Entertainment,Affluent Customer,0.0,0.0,8.0,2170.0,NSW,9.0,35.0,10.0,1,4,1,4,808.25,259.435,2195.2599999999998,70,0,0,1,1,1,1,0,1,3,0,0,1,3,2,2,0,329,Silver,1,2,OHM_Bicycles
Male,77.0,Account Executive,Health,Mass Customer,0.0,0.0,18.0,3844.0,VIC,1.0,39.0,12.0,1,8,5,8,1049.7725,657.78875,3135.87,14,4,0,0,1,3,0,0,2,5,1,2,1,5,2,4,2,342,Gold,5,5,Giant_Bicycles
Male,49.0,Assistant Professor,Manufacturing,Affluent Customer,0.0,1.0,2.0,2168.0,NSW,8.0,22.0,2.0,0,8,4,8,707.9900000000001,402.0475,2447.5400000000004,12,2,1,0,1,2,2,1,0,6,1,2,1,5,0,6,2,229,Gold,5,5,Giant_Bicycles
Female,75.0,Marketing Manager,Manufacturing,Mass Customer,0.0,0.0,15.0,4226.0,QLD,6.0,39.0,2.0,1,10,7,10,1285.683,593.949,6917.34,5,1,1,0,4,1,3,0,1,8,1,2,1,7,1,8,1,351,Diamond,5,5,Solex
Male,43.0,Budget/Accounting Analyst IV,Manufacturing,High Net Worth,0.0,0.0,19.0,3192.0,VIC,10.0,61.0,11.0,4,5,3,5,1063.902,353.882,3550.1,69,1,0,0,2,1,1,0,0,5,0,0,1,4,1,4,0,315,Platinum,2,2,Solex
Male,9.0,Associate Professor,Manufacturing,High Net Worth,0.0,1.0,9.0,3070.0,VIC,7.0,39.0,12.0,1,4,2,4,1304.415,250.10500000000002,4217.24,30,1,0,1,2,0,0,0,0,4,0,0,1,3,1,3,0,152,Platinum,1,4,Solex
Male,80.0,Legal Assistant,Financial Services,High Net Worth,0.0,1.0,4.0,2485.0,NSW,2.0,42.0,9.0,2,2,2,2,1086.65,651.99,869.3200000000003,129,0,1,0,1,0,0,0,0,2,0,2,0,0,0,2,0,193,Bronze,1,1,Norco_Bicycles
Male,82.0,Graphic Designer,Manufacturing,Mass Customer,0.0,0.0,15.0,2097.0,NSW,9.0,63.0,10.0,4,4,1,4,1081.8600000000001,358.8375,2892.09,111,0,1,0,2,0,1,0,1,3,0,0,1,3,0,4,0,358,Gold,1,1,Solex
Male,87.0,Quality Control Specialist,Financial Services,Mass Customer,0.0,1.0,12.0,4817.0,QLD,2.0,41.0,4.0,2,5,3,5,1306.678,767.634,2695.2200000000003,8,0,0,1,1,1,2,1,1,3,0,0,3,2,0,3,2,210,Gold,2,5,WeareA2B
Female,85.0,Analyst Programmer,Financial Services,High Net Worth,0.0,0.0,15.0,2516.0,NSW,8.0,32.0,12.0,1,4,2,4,1334.4475000000002,523.01,3245.75,191,0,1,1,1,0,1,0,0,4,0,0,0,4,0,4,0,363,Gold,1,1,Norco_Bicycles
Female,27.0,Administrative Assistant II,Health,High Net Worth,0.0,1.0,5.0,3074.0,VIC,8.0,25.0,5.0,0,7,3,7,1181.7357142857143,602.5571428571429,4054.2499999999995,2,0,2,1,3,1,0,1,2,4,0,1,2,4,2,5,0,298,Platinum,4,5,Solex
Female,94.0,Computer Systems Analyst II,Property,Mass Customer,0.0,0.0,16.0,2213.0,NSW,10.0,61.0,3.0,4,10,6,9,710.732,376.23100000000005,3345.01,83,1,3,1,2,0,3,0,0,10,0,1,2,7,1,9,0,351,Platinum,5,2,Norco_Bicycles
Male,53.0,Administrative Officer,Health,Mass Customer,0.0,1.0,3.0,4508.0,QLD,4.0,28.0,10.0,0,3,0,3,1149.3733333333332,783.8866666666667,1096.46,11,1,1,1,0,0,0,0,0,3,0,1,0,2,0,2,1,338,Bronze,1,5,Giant_Bicycles
Female,81.0,Compensation Analyst,Financial Services,Mass Customer,0.0,0.0,19.0,4405.0,QLD,1.0,46.0,12.0,2,10,8,10,994.9619999999999,595.5909999999999,3993.71,23,0,1,4,3,0,2,0,3,7,0,2,0,8,1,7,2,361,Platinum,5,4,OHM_Bicycles
Male,73.0,Systems Administrator III,Property,Mass Customer,0.0,1.0,12.0,2452.0,NSW,5.0,43.0,7.0,2,4,3,4,919.9375,371.6725,2193.0600000000004,137,1,0,1,0,2,0,0,2,2,0,0,1,3,2,2,0,269,Silver,1,1,Trek_Bicycles
Male,64.0,Financial Advisor,Financial Services,High Net Worth,0.0,1.0,19.0,2142.0,NSW,9.0,35.0,7.0,1,4,3,4,1022.62,334.1825,2753.7499999999995,178,0,0,1,1,1,1,1,0,3,0,0,1,3,0,4,0,352,Gold,1,1,OHM_Bicycles
Male,32.0,Chemical Engineer,Manufacturing,Mass Customer,0.0,0.0,1.0,2205.0,NSW,7.0,23.0,7.0,0,2,1,2,1670.21,780.4200000000001,1779.58,76,0,0,1,1,0,0,0,1,1,0,0,0,2,0,1,1,331,Silver,1,2,OHM_Bicycles
Female,57.0,Administrative Officer,Retail,High Net Worth,0.0,0.0,8.0,4132.0,QLD,3.0,56.0,10.0,3,6,4,6,1457.5466666666669,541.7283333333334,5494.910000000001,205,0,2,0,2,1,1,0,3,3,0,1,0,5,3,3,0,348,Diamond,3,1,Norco_Bicycles
Female,5.0,Web Designer I,Manufacturing,Mass Customer,0.0,1.0,9.0,2145.0,NSW,8.0,57.0,7.0,3,6,4,6,1227.655,764.2016666666667,2780.7200000000003,7,4,1,0,0,1,0,0,2,4,0,1,0,5,2,3,1,323,Gold,3,5,Giant_Bicycles
Male,12.0,VP Accounting,Financial Services,Mass Customer,0.0,1.0,16.0,4744.0,QLD,1.0,43.0,6.0,2,5,4,5,632.9100000000001,472.13199999999995,803.89,26,0,1,2,2,0,0,0,1,4,0,1,0,4,0,4,1,360,Bronze,2,4,OHM_Bicycles
Female,34.0,Legal Assistant,Telecommunications,Affluent Customer,0.0,1.0,5.0,2158.0,NSW,11.0,23.0,8.0,0,6,1,6,1195.1583333333333,704.0883333333333,2946.42,14,1,1,0,2,1,1,0,0,5,1,2,0,4,2,2,2,330,Gold,3,5,Solex
Female,18.0,Internal Auditor,IT,Mass Customer,0.0,0.0,3.0,3201.0,VIC,6.0,46.0,1.0,2,7,2,6,980.0657142857144,330.13714285714286,4549.5,115,1,1,0,3,2,0,1,1,5,0,1,3,3,1,6,0,355,Diamond,4,1,Solex
Male,46.0,Senior Developer,Manufacturing,High Net Worth,0.0,1.0,7.0,4178.0,QLD,3.0,47.0,5.0,2,8,6,8,1175.85625,732.9562500000001,3543.2,20,4,0,2,0,1,1,0,2,6,0,2,2,4,2,4,2,351,Platinum,5,4,Giant_Bicycles
Male,27.0,Office Assistant II,Property,High Net Worth,0.0,0.0,10.0,2112.0,NSW,10.0,33.0,11.0,1,5,3,5,701.41,402.12,1496.4499999999998,27,0,3,1,0,0,1,0,3,2,0,0,0,5,0,4,1,338,Bronze,2,4,Norco_Bicycles
Male,5.0,Recruiter,Financial Services,Affluent Customer,0.0,1.0,13.0,2033.0,NSW,9.0,35.0,4.0,1,7,4,7,703.9071428571427,221.46142857142854,3377.12,64,0,2,1,2,0,2,0,1,4,2,0,0,7,1,5,1,363,Platinum,4,2,Norco_Bicycles
Male,1.0,Operator,Telecommunications,Affluent Customer,0.0,0.0,4.0,4401.0,QLD,1.0,56.0,7.0,3,9,7,9,1182.0988888888887,608.6055555555556,5161.44,26,1,1,1,5,1,0,0,1,7,1,0,3,6,1,7,1,361,Diamond,5,4,Solex
Male,9.0,Programmer Analyst III,Manufacturing,Mass Customer,0.0,0.0,2.0,3186.0,VIC,9.0,26.0,5.0,0,6,4,6,1274.8899999999999,824.9066666666668,2699.8999999999996,3,1,0,2,1,2,0,0,1,5,0,3,1,2,1,3,2,357,Gold,3,5,OHM_Bicycles
Male,67.0,Teacher,Financial Services,High Net Worth,0.0,1.0,10.0,2097.0,NSW,11.0,66.0,6.0,4,3,2,3,1351.3266666666668,638.5433333333334,2138.3500000000004,159,1,0,1,0,0,1,0,0,2,1,2,0,1,0,3,0,239,Silver,1,1,Giant_Bicycles
Male,57.0,Quality Engineer,Health,Affluent Customer,0.0,0.0,17.0,3058.0,VIC,9.0,53.0,8.0,3,11,6,11,1134.067272727273,777.9454545454545,3917.34,4,4,1,1,0,2,3,0,1,10,0,3,2,6,0,7,4,356,Platinum,5,5,Giant_Bicycles
Male,19.0,Operator,Argiculture,Mass Customer,0.0,1.0,11.0,4017.0,QLD,6.0,63.0,9.0,4,4,2,4,1172.3025,553.61,2474.77,13,1,1,0,0,1,1,0,2,2,0,0,1,3,1,3,0,338,Gold,1,5,Giant_Bicycles
U,71.0,Environmental Tech,IT,Mass Customer,0.0,0.0,13.0,2315.0,NSW,3.0,38.5,2.5,1,8,5,8,1120.1425,509.14,4888.02,6,1,3,1,1,1,1,0,1,7,0,2,0,6,2,5,1,307,Diamond,5,5,Norco_Bicycles
Male,33.0,Account Executive,Financial Services,Mass Customer,0.0,0.0,4.0,2285.0,NSW,5.0,23.0,7.0,0,7,1,7,1164.1699999999998,715.5557142857143,3140.3,28,1,1,1,3,1,0,0,1,6,0,0,1,6,2,4,1,271,Gold,4,4,Solex
Male,34.0,Quality Control Specialist,Manufacturing,Mass Customer,0.0,0.0,8.0,2219.0,NSW,11.0,35.0,4.0,1,2,1,2,986.645,878.115,217.05999999999995,194,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,2,220,Bronze,1,1,Norco_Bicycles
Female,32.0,Analog Circuit Design manager,Health,Mass Customer,0.0,1.0,10.0,2065.0,NSW,11.0,47.0,12.0,2,6,1,6,1346.5149999999999,507.4883333333334,5034.16,34,0,0,0,3,2,1,0,1,4,1,1,1,4,2,3,1,351,Diamond,3,3,Solex
Female,69.0,Programmer Analyst III,Manufacturing,Mass Customer,0.0,1.0,5.0,3216.0,VIC,8.0,39.0,5.0,1,5,3,5,1161.766,508.08600000000007,3268.4,43,0,0,2,1,0,2,0,0,3,2,1,1,3,1,4,0,347,Gold,2,3,OHM_Bicycles
Female,41.0,Research Nurse,Health,Mass Customer,0.0,1.0,1.0,4509.0,QLD,7.0,26.0,1.0,0,4,0,4,1236.4225000000001,816.2574999999999,1680.6599999999999,18,0,0,1,1,2,0,0,1,2,1,0,1,3,2,1,1,350,Silver,1,4,Trek_Bicycles
Male,6.0,Cost Accountant,Financial Services,Affluent Customer,0.0,0.0,17.0,2330.0,NSW,7.0,37.0,8.0,1,4,1,4,907.74,296.1125,2446.51,75,0,0,1,2,0,1,0,2,1,1,1,0,3,3,1,0,273,Gold,1,2,Solex
Male,36.0,Marketing Manager,Manufacturing,Mass Customer,0.0,1.0,13.0,2759.0,NSW,9.0,56.0,1.0,3,7,5,7,1631.8357142857144,822.4914285714285,5665.410000000001,0,1,0,1,0,1,4,0,0,6,1,1,0,6,1,4,2,321,Diamond,4,5,WeareA2B
Female,5.0,Compensation Analyst,Financial Services,Mass Customer,0.0,0.0,16.0,2069.0,NSW,12.0,40.0,3.0,2,2,2,2,1470.685,487.245,1966.88,158,0,0,1,1,0,0,0,0,2,0,1,0,1,0,2,0,226,Silver,1,1,OHM_Bicycles
Female,73.0,Assistant Media Planner,Entertainment,Mass Customer,0.0,1.0,12.0,2747.0,NSW,8.0,43.0,7.0,2,7,4,7,1115.4514285714286,326.5214285714286,5522.51,64,0,0,0,1,4,2,1,1,5,0,0,1,6,2,5,0,356,Diamond,4,2,Trek_Bicycles
Female,90.0,Junior Executive,Manufacturing,Mass Customer,0.0,0.0,11.0,2227.0,NSW,8.0,63.0,2.0,4,5,3,5,704.306,567.58,683.6300000000001,23,0,3,0,0,0,2,0,2,3,0,0,1,4,0,4,1,344,Bronze,2,4,Norco_Bicycles
Male,4.0,Quality Engineer,Manufacturing,Mass Customer,0.0,0.0,10.0,2025.0,NSW,10.0,35.0,12.0,1,3,1,3,1336.17,973.3633333333333,1088.42,8,0,1,1,0,1,0,0,1,2,0,2,0,1,1,1,1,360,Bronze,1,5,Norco_Bicycles
Female,23.0,Cost Accountant,Financial Services,Mass Customer,0.0,1.0,11.0,3191.0,VIC,11.0,41.0,9.0,2,5,3,5,966.3159999999998,347.24199999999996,3095.3699999999994,16,0,2,0,1,1,1,0,0,5,0,0,0,5,1,4,0,339,Gold,2,4,Norco_Bicycles
Male,97.0,Financial Advisor,Financial Services,Affluent Customer,0.0,0.0,16.0,3025.0,VIC,8.0,46.0,11.0,2,3,1,2,582.8299999999999,484.82666666666665,294.0099999999999,135,0,0,1,0,1,1,0,0,2,1,0,1,2,0,2,1,191,Bronze,1,1,OHM_Bicycles
Male,99.0,Internal Auditor,Manufacturing,Affluent Customer,0.0,0.0,5.0,2263.0,NSW,6.0,36.0,9.0,1,6,5,6,1203.5083333333332,432.2833333333333,4627.35,65,0,0,1,1,1,3,0,1,5,0,0,0,6,1,5,0,322,Diamond,3,2,WeareA2B
Male,90.0,Research Nurse,Health,Affluent Customer,0.0,0.0,13.0,2233.0,NSW,10.0,33.0,5.0,1,6,4,6,1002.7200000000001,513.4916666666667,2935.3700000000003,66,2,1,1,0,0,2,0,1,4,1,2,1,3,0,6,0,358,Gold,3,2,Giant_Bicycles
Male,5.0,Registered Nurse,Health,Mass Customer,0.0,0.0,18.0,2154.0,NSW,11.0,56.0,7.0,3,2,1,2,1512.29,205.20999999999998,2614.1600000000003,93,0,0,1,0,0,1,0,0,2,0,0,1,1,0,2,0,195,Gold,1,2,OHM_Bicycles
Male,49.0,Business Systems Development Analyst,Manufacturing,Mass Customer,0.0,0.0,16.0,2065.0,NSW,10.0,45.0,1.0,2,1,0,1,1148.64,689.18,459.46000000000015,159,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,159,Bronze,1,1,Norco_Bicycles
Male,90.0,Nurse Practicioner,IT,Mass Customer,0.0,0.0,15.0,2119.0,NSW,10.0,41.0,8.0,2,3,2,3,1105.8233333333333,662.62,1329.61,98,1,1,0,0,1,0,0,0,3,0,1,0,2,0,3,0,277,Bronze,1,2,Giant_Bicycles
Female,58.0,Librarian,Entertainment,High Net Worth,0.0,1.0,14.0,3016.0,VIC,10.0,44.0,9.0,2,2,0,2,1544.62,993.98,1101.28,114,1,0,0,1,0,0,0,1,1,0,0,0,2,1,0,1,177,Bronze,1,1,Giant_Bicycles
Female,55.0,Senior Editor,Retail,Affluent Customer,0.0,1.0,1.0,4113.0,QLD,4.0,21.0,8.0,0,3,2,3,861.2833333333333,599.2366666666667,786.1400000000001,198,1,1,0,0,0,1,0,1,2,0,1,1,1,0,3,0,273,Bronze,1,1,Giant_Bicycles
Male,61.0,Administrative Officer,Argiculture,Mass Customer,0.0,1.0,12.0,2032.0,NSW,10.0,37.0,3.0,1,8,4,8,1200.39125,437.0112499999999,6107.04,8,1,0,0,3,2,2,0,1,7,0,2,2,4,1,6,1,260,Diamond,5,5,Solex
Male,54.0,Structural Analysis Engineer,Manufacturing,Affluent Customer,0.0,0.0,6.0,4300.0,QLD,4.0,65.0,6.0,4,7,1,7,1217.3685714285714,636.8457142857143,4063.6599999999994,63,3,1,0,3,0,0,0,4,3,0,0,1,6,1,4,2,332,Platinum,4,2,Giant_Bicycles
Female,95.0,Business Systems Development Analyst,Health,High Net Worth,0.0,1.0,17.0,4352.0,QLD,6.0,51.0,10.0,3,9,3,9,1098.7344444444445,432.8077777777778,5993.34,14,1,0,2,3,2,1,0,1,8,0,1,2,6,1,7,1,349,Diamond,5,5,Solex
U,8.0,General Manager,IT,Affluent Customer,0.0,1.0,13.5,3020.0,VIC,6.0,47.5,2.0,2,8,4,8,1070.4274999999998,345.35249999999996,5800.599999999999,136,2,1,0,0,3,2,0,2,6,0,0,0,8,2,6,0,328,Diamond,5,1,Trek_Bicycles
Male,20.0,Data Coordiator,Telecommunications,High Net Worth,0.0,1.0,5.0,2116.0,NSW,9.0,63.0,10.0,4,3,3,3,688.36,456.27333333333337,696.26,61,1,0,0,0,2,0,0,1,2,0,1,0,2,0,3,0,343,Bronze,1,2,Trek_Bicycles
Male,80.0,Pharmacist,Health,High Net Worth,0.0,0.0,21.0,3057.0,VIC,8.0,45.0,6.0,2,3,3,2,1228.25,635.0233333333334,1779.68,234,1,0,0,1,0,1,0,0,3,0,2,0,1,0,3,0,348,Silver,1,1,Giant_Bicycles
Female,62.0,Assistant Manager,Manufacturing,Mass Customer,0.0,0.0,10.0,2099.0,NSW,11.0,50.0,12.0,3,8,8,8,1168.48125,564.33875,4833.139999999999,18,0,0,0,7,1,0,0,1,6,1,0,1,7,1,6,1,356,Diamond,5,4,Solex
Male,54.0,Editor,Manufacturing,Affluent Customer,0.0,1.0,6.0,3749.0,VIC,4.0,32.0,9.0,1,7,3,7,1321.4599999999998,985.9371428571428,2348.66,11,2,1,0,2,2,0,0,0,7,0,2,1,4,1,4,2,325,Silver,4,5,Giant_Bicycles
Female,99.0,General Manager,Health,Affluent Customer,0.0,0.0,1.0,2766.0,NSW,8.0,24.0,1.0,0,9,3,9,1562.3866666666663,834.6633333333334,6549.509999999999,15,2,2,2,0,3,0,0,3,6,0,0,1,8,3,3,3,361,Diamond,5,4,Trek_Bicycles
Female,93.0,Food Chemist,Health,Mass Customer,0.0,0.0,12.0,2148.0,NSW,9.0,31.0,11.0,1,10,2,10,1289.3570000000002,526.5330000000001,7628.24,11,0,1,2,3,2,2,0,2,7,1,0,4,6,1,7,2,296,Diamond,5,5,Solex
Male,36.0,Quality Engineer,Manufacturing,Affluent Customer,0.0,0.0,5.0,3145.0,VIC,11.0,45.0,11.0,2,5,2,5,1201.606,767.4979999999999,2170.54,64,1,0,1,2,0,1,0,2,2,1,0,2,3,1,3,1,288,Silver,2,2,Solex
Male,39.0,Accountant I,Property,Mass Customer,0.0,0.0,10.0,2021.0,NSW,8.0,28.0,4.0,0,4,1,4,1536.675,780.2850000000001,3025.5600000000004,22,0,0,0,3,0,1,0,0,3,1,1,1,2,2,2,0,313,Gold,1,4,Solex
Female,25.0,Professor,Financial Services,High Net Worth,0.0,0.0,4.0,2333.0,NSW,5.0,31.0,11.0,1,12,6,11,985.5283333333333,643.1450000000001,4108.5999999999985,37,2,3,0,2,3,2,1,6,4,1,1,4,7,3,5,4,326,Platinum,5,3,Norco_Bicycles
Male,2.0,Business Systems Development Analyst,Manufacturing,Affluent Customer,0.0,0.0,8.0,2783.0,NSW,7.0,54.0,4.0,3,4,2,4,876.0225,329.87750000000005,2184.58,32,0,1,2,0,0,1,0,0,4,0,0,1,3,0,4,0,101,Silver,1,4,OHM_Bicycles
Male,23.0,Environmental Tech,Manufacturing,High Net Worth,0.0,1.0,6.0,2280.0,NSW,9.0,54.0,5.0,3,3,3,3,1056.28,451.4166666666667,1814.59,40,1,0,1,0,1,0,0,0,2,1,0,0,3,1,2,0,351,Silver,1,3,Giant_Bicycles
Female,16.0,Web Designer III,Argiculture,Affluent Customer,0.0,0.0,14.0,4120.0,QLD,8.0,49.0,9.0,2,7,4,7,1138.652857142857,557.8885714285714,4065.3500000000004,11,2,2,1,1,0,1,1,1,3,2,1,1,5,3,2,2,341,Platinum,4,5,Giant_Bicycles
Female,49.0,Senior Editor,Manufacturing,Mass Customer,0.0,0.0,9.0,3638.0,VIC,1.0,38.0,11.0,1,5,1,5,852.4540000000001,379.406,2365.2400000000002,50,0,1,0,1,2,1,0,1,4,0,1,0,4,2,3,0,219,Silver,2,3,Trek_Bicycles
Male,99.0,Sales Associate,Financial Services,Affluent Customer,0.0,1.0,7.0,4300.0,QLD,4.0,28.0,11.0,0,7,3,7,1325.5728571428572,552.8414285714285,5409.120000000001,13,1,2,0,1,1,2,1,0,4,2,0,2,5,2,4,1,347,Diamond,4,5,Norco_Bicycles
Female,7.0,Geologist III,Retail,Affluent Customer,0.0,0.0,3.0,2074.0,NSW,10.0,23.0,8.0,0,6,2,6,991.3299999999999,460.0233333333333,3187.8399999999997,102,1,0,2,2,0,1,0,1,5,0,1,0,5,0,6,0,306,Gold,3,2,OHM_Bicycles
Male,40.0,Marketing Manager,Manufacturing,High Net Worth,0.0,1.0,7.0,2880.0,NSW,1.0,49.0,12.0,2,3,0,3,1244.96,517.8433333333332,2181.3500000000004,32,2,0,0,0,0,1,0,0,2,1,1,0,2,2,1,0,245,Silver,1,4,Giant_Bicycles
Male,80.0,Business Systems Development Analyst,Property,Mass Customer,0.0,1.0,13.0,2430.0,NSW,5.0,41.0,12.0,2,7,5,7,1322.0399999999997,815.2285714285714,3547.6800000000003,8,1,0,1,1,3,1,0,1,6,0,0,0,7,3,2,2,214,Platinum,4,5,Trek_Bicycles
Female,46.0,Software Test Engineer I,Financial Services,Mass Customer,0.0,0.0,3.0,4560.0,QLD,7.0,46.0,5.0,2,6,3,6,925.1416666666668,564.1133333333333,2166.17,23,3,1,0,1,1,0,0,2,4,0,2,1,3,2,4,0,307,Silver,3,4,Giant_Bicycles
Male,97.0,Structural Engineer,Manufacturing,Mass Customer,0.0,0.0,11.0,2088.0,NSW,10.0,67.0,1.0,4,7,4,7,985.5414285714287,554.8442857142858,3014.88,14,1,1,2,2,1,0,0,2,5,0,3,1,3,1,5,1,346,Gold,4,5,OHM_Bicycles
Female,54.0,Safety Technician II,Property,High Net Worth,0.0,1.0,13.0,2220.0,NSW,11.0,45.0,6.0,2,6,3,6,854.3449999999999,411.2,2658.87,15,0,1,3,1,1,0,0,0,5,1,0,2,4,0,5,1,159,Gold,3,4,OHM_Bicycles
Male,73.0,Safety Technician I,Financial Services,Affluent Customer,0.0,0.0,10.0,3031.0,VIC,4.0,39.0,7.0,1,5,1,5,1726.7379999999998,660.742,5329.98,3,1,1,0,1,1,1,0,1,4,0,0,1,4,3,2,0,283,Diamond,2,5,Giant_Bicycles
Female,42.0,Registered Nurse,Health,Affluent Customer,0.0,0.0,10.0,2250.0,NSW,9.0,42.0,2.0,2,4,2,3,770.7675,594.6975,704.2800000000002,29,0,1,2,0,1,0,1,2,1,0,1,1,2,1,2,1,354,Bronze,1,4,OHM_Bicycles
